gene	species
GUT_GENOME000594_02530	100123
GUT_GENOME000594_02531	100123
GUT_GENOME000594_02532	100123
GUT_GENOME000594_02533	100123
GUT_GENOME000594_02536	100123
GUT_GENOME000594_02537	100123
GUT_GENOME000594_02538	100123
GUT_GENOME000594_02540	100123
GUT_GENOME000594_02541	100123
GUT_GENOME000594_02542	100123
GUT_GENOME000594_02546	100123
GUT_GENOME000594_02547	100123
GUT_GENOME000594_02548	100123
GUT_GENOME000594_02550	100123
GUT_GENOME000594_02555	100123
GUT_GENOME000594_02558	100123
GUT_GENOME000594_02559	100123
GUT_GENOME000594_02560	100123
GUT_GENOME000594_02565	100123
GUT_GENOME000594_02566	100123
GUT_GENOME000594_02568	100123
GUT_GENOME000594_02569	100123
GUT_GENOME000594_02570	100123
GUT_GENOME000594_02571	100123
GUT_GENOME000594_02572	100123
GUT_GENOME000594_02573	100123
GUT_GENOME000594_02574	100123
GUT_GENOME000594_02575	100123
GUT_GENOME000594_02576	100123
GUT_GENOME000594_02577	100123
GUT_GENOME000594_02578	100123
GUT_GENOME000594_02579	100123
GUT_GENOME000594_02580	100123
GUT_GENOME000594_02581	100123
GUT_GENOME000594_02582	100123
GUT_GENOME000594_02583	100123
GUT_GENOME000594_02584	100123
GUT_GENOME000594_02585	100123
GUT_GENOME000594_02586	100123
GUT_GENOME000594_02587	100123
GUT_GENOME000594_02588	100123
GUT_GENOME000594_02589	100123
GUT_GENOME000594_02590	100123
GUT_GENOME000594_02591	100123
GUT_GENOME000594_02608	100123
GUT_GENOME000594_02609	100123
GUT_GENOME000594_02610	100123
GUT_GENOME000594_02612	100123
GUT_GENOME000594_02613	100123
GUT_GENOME000594_02614	100123
GUT_GENOME000594_02615	100123
GUT_GENOME000594_02616	100123
GUT_GENOME000594_02617	100123
GUT_GENOME000594_02618	100123
GUT_GENOME000594_02619	100123
GUT_GENOME000594_02620	100123
GUT_GENOME000594_02621	100123
GUT_GENOME000594_02622	100123
GUT_GENOME000594_02627	100123
GUT_GENOME000594_02628	100123
GUT_GENOME000594_02629	100123
GUT_GENOME000594_02630	100123
GUT_GENOME000594_02632	100123
GUT_GENOME000594_02633	100123
GUT_GENOME000594_02634	100123
GUT_GENOME000594_02635	100123
GUT_GENOME000594_02637	100123
GUT_GENOME000594_02639	100123
GUT_GENOME000594_02640	100123
GUT_GENOME000594_02641	100123
GUT_GENOME000594_02642	100123
GUT_GENOME000594_02643	100123
GUT_GENOME000594_02644	100123
GUT_GENOME000594_02646	100123
GUT_GENOME000594_02659	100123
GUT_GENOME000594_02661	100123
GUT_GENOME000594_02662	100123
GUT_GENOME000594_02663	100123
GUT_GENOME000594_02665	100123
GUT_GENOME000594_02668	100123
GUT_GENOME000594_02669	100123
GUT_GENOME000594_02670	100123
GUT_GENOME000594_02672	100123
GUT_GENOME000594_02673	100123
GUT_GENOME000594_02674	100123
GUT_GENOME000594_02676	100123
GUT_GENOME000594_02677	100123
GUT_GENOME000594_02679	100123
GUT_GENOME000594_02681	100123
GUT_GENOME000594_02682	100123
GUT_GENOME000594_02683	100123
GUT_GENOME000594_02684	100123
GUT_GENOME000594_02685	100123
GUT_GENOME000594_02686	100123
GUT_GENOME000594_02687	100123
GUT_GENOME000594_02688	100123
GUT_GENOME000594_02689	100123
GUT_GENOME000594_02690	100123
GUT_GENOME000594_02691	100123
GUT_GENOME000594_02741	100123
GUT_GENOME000594_02743	100123
GUT_GENOME000594_02744	100123
GUT_GENOME000594_02745	100123
GUT_GENOME000594_02746	100123
GUT_GENOME000594_02747	100123
GUT_GENOME000594_02748	100123
GUT_GENOME000594_02749	100123
GUT_GENOME000594_02750	100123
GUT_GENOME000594_02751	100123
GUT_GENOME000594_02752	100123
GUT_GENOME000594_02753	100123
GUT_GENOME000594_02754	100123
GUT_GENOME000594_02755	100123
GUT_GENOME000594_02758	100123
GUT_GENOME000594_02763	100123
GUT_GENOME000594_02764	100123
GUT_GENOME000594_02765	100123
GUT_GENOME000594_02766	100123
GUT_GENOME000594_02768	100123
GUT_GENOME000594_02770	100123
GUT_GENOME000594_02772	100123
GUT_GENOME000594_02773	100123
GUT_GENOME000594_02774	100123
GUT_GENOME000594_02775	100123
GUT_GENOME000594_02777	100123
GUT_GENOME000594_02778	100123
GUT_GENOME000594_02780	100123
GUT_GENOME000594_02781	100123
GUT_GENOME000594_02783	100123
GUT_GENOME000594_02785	100123
GUT_GENOME000594_02786	100123
GUT_GENOME000594_02787	100123
GUT_GENOME000594_02788	100123
GUT_GENOME000594_02792	100123
GUT_GENOME000594_02793	100123
GUT_GENOME000594_02794	100123
GUT_GENOME000594_02795	100123
GUT_GENOME000594_02796	100123
GUT_GENOME000594_02799	100123
GUT_GENOME000594_02800	100123
GUT_GENOME000594_02801	100123
GUT_GENOME000594_02803	100123
GUT_GENOME000594_02804	100123
GUT_GENOME000594_02805	100123
GUT_GENOME000594_02806	100123
GUT_GENOME000594_02809	100123
GUT_GENOME000594_02810	100123
GUT_GENOME000594_02811	100123
GUT_GENOME000594_02812	100123
GUT_GENOME000594_02813	100123
GUT_GENOME000594_02815	100123
GUT_GENOME000594_02825	100123
GUT_GENOME000594_02828	100123
GUT_GENOME000594_02829	100123
GUT_GENOME000594_02830	100123
GUT_GENOME000594_02831	100123
GUT_GENOME000594_02836	100123
GUT_GENOME000594_02838	100123
GUT_GENOME000594_02839	100123
GUT_GENOME000594_02840	100123
GUT_GENOME000594_02841	100123
GUT_GENOME000594_02842	100123
GUT_GENOME000594_02847	100123
GUT_GENOME000594_02851	100123
GUT_GENOME000594_02854	100123
GUT_GENOME000594_02855	100123
GUT_GENOME000594_02856	100123
GUT_GENOME000594_02857	100123
GUT_GENOME000594_02858	100123
GUT_GENOME000594_02859	100123
GUT_GENOME000594_02860	100123
GUT_GENOME000594_02861	100123
GUT_GENOME000594_02862	100123
GUT_GENOME000594_02863	100123
GUT_GENOME000594_02864	100123
GUT_GENOME000594_02865	100123
GUT_GENOME000594_02866	100123
GUT_GENOME000594_02867	100123
GUT_GENOME000594_02868	100123
GUT_GENOME000594_02869	100123
GUT_GENOME000594_02871	100123
GUT_GENOME000594_02873	100123
GUT_GENOME000594_02874	100123
GUT_GENOME000594_02876	100123
GUT_GENOME000594_02886	100123
GUT_GENOME000594_02887	100123
GUT_GENOME000594_02891	100123
GUT_GENOME000594_02895	100123
GUT_GENOME000594_02896	100123
GUT_GENOME000594_02897	100123
GUT_GENOME000594_02899	100123
GUT_GENOME000594_02901	100123
GUT_GENOME000594_02903	100123
GUT_GENOME000594_02904	100123
GUT_GENOME000594_02905	100123
GUT_GENOME000594_02906	100123
GUT_GENOME000594_02907	100123
GUT_GENOME000594_02909	100123
GUT_GENOME000594_02910	100123
GUT_GENOME000594_02912	100123
GUT_GENOME000594_02913	100123
GUT_GENOME000594_02914	100123
GUT_GENOME000594_02915	100123
GUT_GENOME000594_02916	100123
GUT_GENOME000594_02917	100123
GUT_GENOME000594_02918	100123
GUT_GENOME000594_02919	100123
GUT_GENOME000594_02920	100123
GUT_GENOME000594_02921	100123
GUT_GENOME000594_02922	100123
GUT_GENOME000594_02923	100123
GUT_GENOME000594_02924	100123
GUT_GENOME000594_02925	100123
GUT_GENOME000594_02926	100123
GUT_GENOME000594_02927	100123
GUT_GENOME000594_02928	100123
GUT_GENOME000594_02929	100123
GUT_GENOME000594_02930	100123
GUT_GENOME000594_02932	100123
GUT_GENOME000594_02934	100123
GUT_GENOME000594_02935	100123
GUT_GENOME000594_02937	100123
GUT_GENOME000594_02938	100123
GUT_GENOME000594_02939	100123
GUT_GENOME000594_02940	100123
GUT_GENOME000594_02941	100123
GUT_GENOME000594_02942	100123
GUT_GENOME000594_02944	100123
GUT_GENOME000594_02945	100123
GUT_GENOME000594_02946	100123
GUT_GENOME000594_02947	100123
GUT_GENOME000594_02949	100123
GUT_GENOME000594_02951	100123
GUT_GENOME000594_02953	100123
GUT_GENOME000594_02954	100123
GUT_GENOME000594_02955	100123
GUT_GENOME000594_02956	100123
GUT_GENOME000594_02957	100123
GUT_GENOME000594_02958	100123
GUT_GENOME000594_02959	100123
GUT_GENOME000594_02960	100123
GUT_GENOME000594_02961	100123
GUT_GENOME000594_02962	100123
GUT_GENOME000594_02996	100123
GUT_GENOME000594_02997	100123
GUT_GENOME000594_02998	100123
GUT_GENOME000594_03000	100123
GUT_GENOME000594_03007	100123
GUT_GENOME000594_03008	100123
GUT_GENOME000594_03009	100123
GUT_GENOME000594_03010	100123
GUT_GENOME000594_03011	100123
GUT_GENOME000594_03013	100123
GUT_GENOME000594_03015	100123
GUT_GENOME000594_03016	100123
GUT_GENOME000594_03017	100123
GUT_GENOME000594_03018	100123
GUT_GENOME000594_03019	100123
GUT_GENOME000594_03020	100123
GUT_GENOME000594_03021	100123
GUT_GENOME000594_03022	100123
GUT_GENOME000594_03024	100123
GUT_GENOME000594_03025	100123
GUT_GENOME000594_03026	100123
GUT_GENOME000594_03027	100123
GUT_GENOME000594_03028	100123
GUT_GENOME000594_03030	100123
GUT_GENOME000594_03034	100123
GUT_GENOME000594_03035	100123
GUT_GENOME000594_03036	100123
GUT_GENOME000594_03038	100123
GUT_GENOME000594_03039	100123
GUT_GENOME000594_03040	100123
GUT_GENOME000594_03041	100123
GUT_GENOME000594_03042	100123
GUT_GENOME000594_03044	100123
GUT_GENOME000594_03045	100123
GUT_GENOME000594_03046	100123
GUT_GENOME000594_03048	100123
GUT_GENOME000594_03049	100123
GUT_GENOME000594_03050	100123
GUT_GENOME000594_03054	100123
GUT_GENOME000594_03055	100123
GUT_GENOME000594_03057	100123
GUT_GENOME000594_03058	100123
GUT_GENOME000594_03059	100123
GUT_GENOME000594_03060	100123
GUT_GENOME000594_03061	100123
GUT_GENOME000594_03063	100123
GUT_GENOME000594_03064	100123
GUT_GENOME000594_03066	100123
GUT_GENOME000594_03067	100123
GUT_GENOME000594_03068	100123
GUT_GENOME000594_03069	100123
GUT_GENOME000594_03070	100123
GUT_GENOME000594_03071	100123
GUT_GENOME000594_03072	100123
GUT_GENOME000594_03073	100123
GUT_GENOME000594_03074	100123
GUT_GENOME000594_03075	100123
GUT_GENOME000594_03076	100123
GUT_GENOME000594_03077	100123
GUT_GENOME000594_03078	100123
GUT_GENOME000594_03079	100123
GUT_GENOME000594_03081	100123
GUT_GENOME000594_03082	100123
GUT_GENOME000594_03083	100123
GUT_GENOME000594_03084	100123
GUT_GENOME000594_03085	100123
GUT_GENOME000594_03086	100123
GUT_GENOME000594_03087	100123
GUT_GENOME000594_03089	100123
GUT_GENOME000594_03092	100123
GUT_GENOME000594_03093	100123
GUT_GENOME000594_03094	100123
GUT_GENOME000594_03095	100123
GUT_GENOME000594_03096	100123
GUT_GENOME000594_03097	100123
GUT_GENOME000594_03098	100123
GUT_GENOME000594_03099	100123
GUT_GENOME000594_03100	100123
GUT_GENOME000594_03101	100123
GUT_GENOME000594_03102	100123
GUT_GENOME000594_03103	100123
GUT_GENOME000594_03104	100123
GUT_GENOME000594_03120	100123
GUT_GENOME000594_03121	100123
GUT_GENOME000594_03122	100123
GUT_GENOME000594_03123	100123
GUT_GENOME000594_03124	100123
GUT_GENOME000594_03125	100123
GUT_GENOME000594_03128	100123
GUT_GENOME000594_03129	100123
GUT_GENOME000594_03130	100123
GUT_GENOME000594_03131	100123
GUT_GENOME000594_03133	100123
GUT_GENOME000594_03134	100123
GUT_GENOME000594_03135	100123
GUT_GENOME000594_03136	100123
GUT_GENOME000594_03137	100123
GUT_GENOME000594_03138	100123
GUT_GENOME000594_03139	100123
GUT_GENOME000594_03140	100123
GUT_GENOME000594_03144	100123
GUT_GENOME000594_03145	100123
GUT_GENOME000594_03148	100123
GUT_GENOME000594_03149	100123
GUT_GENOME000594_03150	100123
GUT_GENOME000594_03152	100123
GUT_GENOME000594_03155	100123
GUT_GENOME000594_03158	100123
GUT_GENOME000594_03159	100123
GUT_GENOME000594_03161	100123
GUT_GENOME000594_03162	100123
GUT_GENOME000594_03163	100123
GUT_GENOME000594_03164	100123
GUT_GENOME000594_03165	100123
GUT_GENOME000594_03167	100123
GUT_GENOME000594_03168	100123
GUT_GENOME000594_03170	100123
GUT_GENOME000594_03171	100123
GUT_GENOME000594_03175	100123
GUT_GENOME000594_03182	100123
GUT_GENOME000594_03185	100123
GUT_GENOME000594_03187	100123
GUT_GENOME000594_03188	100123
GUT_GENOME000594_03189	100123
GUT_GENOME000594_03190	100123
GUT_GENOME000594_03191	100123
GUT_GENOME000594_03193	100123
GUT_GENOME000594_03194	100123
GUT_GENOME000594_03195	100123
GUT_GENOME000594_03196	100123
GUT_GENOME000594_03198	100123
GUT_GENOME000594_03199	100123
GUT_GENOME000594_03200	100123
GUT_GENOME000594_03201	100123
GUT_GENOME000594_03202	100123
GUT_GENOME000594_03203	100123
GUT_GENOME000594_03204	100123
GUT_GENOME000594_03205	100123
GUT_GENOME000594_03206	100123
GUT_GENOME000594_03207	100123
GUT_GENOME000594_03208	100123
GUT_GENOME000594_03212	100123
GUT_GENOME000594_03213	100123
GUT_GENOME000594_03215	100123
GUT_GENOME000594_03218	100123
GUT_GENOME000594_03219	100123
GUT_GENOME000594_03220	100123
GUT_GENOME000594_03221	100123
GUT_GENOME000594_03228	100123
GUT_GENOME000594_03229	100123
GUT_GENOME000594_03230	100123
GUT_GENOME000594_03231	100123
GUT_GENOME000594_03234	100123
GUT_GENOME000594_03237	100123
GUT_GENOME000594_03238	100123
GUT_GENOME000594_03239	100123
GUT_GENOME000594_03240	100123
GUT_GENOME000594_03241	100123
GUT_GENOME000594_03242	100123
GUT_GENOME000594_03243	100123
GUT_GENOME000594_03244	100123
GUT_GENOME000594_03245	100123
GUT_GENOME000594_03246	100123
GUT_GENOME000594_03247	100123
GUT_GENOME000594_03248	100123
GUT_GENOME000594_03249	100123
GUT_GENOME000594_03250	100123
GUT_GENOME000594_03251	100123
GUT_GENOME000594_03263	100123
GUT_GENOME000594_03264	100123
GUT_GENOME000594_03265	100123
GUT_GENOME000594_03266	100123
GUT_GENOME000594_03267	100123
GUT_GENOME000594_03268	100123
GUT_GENOME000594_03269	100123
GUT_GENOME000594_03270	100123
GUT_GENOME000594_03271	100123
GUT_GENOME000594_03272	100123
GUT_GENOME000594_03273	100123
GUT_GENOME000594_03274	100123
GUT_GENOME000594_03278	100123
GUT_GENOME000594_03279	100123
GUT_GENOME000594_03280	100123
GUT_GENOME000594_03281	100123
GUT_GENOME000594_03283	100123
GUT_GENOME000594_03284	100123
GUT_GENOME000594_03285	100123
GUT_GENOME000594_03286	100123
GUT_GENOME000594_03287	100123
GUT_GENOME000594_03288	100123
GUT_GENOME000594_03289	100123
GUT_GENOME000594_03290	100123
GUT_GENOME000594_03291	100123
GUT_GENOME000594_03294	100123
GUT_GENOME000594_03295	100123
GUT_GENOME000594_03296	100123
GUT_GENOME000594_03297	100123
GUT_GENOME000594_03298	100123
GUT_GENOME000594_03301	100123
GUT_GENOME000594_03302	100123
GUT_GENOME000594_03303	100123
GUT_GENOME000594_03304	100123
GUT_GENOME000594_03306	100123
GUT_GENOME000594_03307	100123
GUT_GENOME000594_03308	100123
GUT_GENOME000594_03312	100123
GUT_GENOME000594_03313	100123
GUT_GENOME000594_03316	100123
GUT_GENOME000594_03317	100123
GUT_GENOME000594_03319	100123
GUT_GENOME000594_03320	100123
GUT_GENOME000594_03321	100123
GUT_GENOME000594_03322	100123
GUT_GENOME000594_03323	100123
GUT_GENOME000594_03324	100123
GUT_GENOME000594_03327	100123
GUT_GENOME000594_03328	100123
GUT_GENOME000594_03329	100123
GUT_GENOME000594_03330	100123
GUT_GENOME000594_03331	100123
GUT_GENOME000594_03332	100123
GUT_GENOME000594_03333	100123
GUT_GENOME000594_03334	100123
GUT_GENOME000594_03338	100123
GUT_GENOME000594_03339	100123
GUT_GENOME000594_03340	100123
GUT_GENOME000594_03341	100123
GUT_GENOME000594_03342	100123
GUT_GENOME000594_03343	100123
GUT_GENOME000594_03345	100123
GUT_GENOME000594_03346	100123
GUT_GENOME000594_03347	100123
GUT_GENOME000594_03348	100123
GUT_GENOME000594_03350	100123
GUT_GENOME000594_03352	100123
GUT_GENOME000594_03353	100123
GUT_GENOME000594_03357	100123
GUT_GENOME000594_03358	100123
GUT_GENOME000594_03360	100123
GUT_GENOME000594_03362	100123
GUT_GENOME000594_03363	100123
GUT_GENOME000594_03364	100123
GUT_GENOME000594_03368	100123
GUT_GENOME000594_03369	100123
GUT_GENOME000594_03371	100123
GUT_GENOME000594_03372	100123
GUT_GENOME000594_03374	100123
GUT_GENOME000594_03375	100123
GUT_GENOME000594_03401	100123
GUT_GENOME000594_03402	100123
GUT_GENOME000594_03404	100123
GUT_GENOME000594_03405	100123
GUT_GENOME000594_03406	100123
GUT_GENOME000594_03407	100123
GUT_GENOME000594_03408	100123
GUT_GENOME000594_03409	100123
GUT_GENOME000594_03410	100123
GUT_GENOME000594_03411	100123
GUT_GENOME000594_03412	100123
GUT_GENOME000594_03413	100123
GUT_GENOME000594_03414	100123
GUT_GENOME000594_03415	100123
GUT_GENOME000594_03417	100123
GUT_GENOME000594_03418	100123
GUT_GENOME000594_03419	100123
GUT_GENOME000594_03421	100123
GUT_GENOME000594_03422	100123
GUT_GENOME000594_03423	100123
GUT_GENOME000594_03424	100123
GUT_GENOME000594_03425	100123
GUT_GENOME000594_03426	100123
GUT_GENOME000594_03427	100123
GUT_GENOME000594_03428	100123
GUT_GENOME000594_03429	100123
GUT_GENOME000594_03430	100123
GUT_GENOME000594_03432	100123
GUT_GENOME000594_03434	100123
GUT_GENOME000594_03435	100123
GUT_GENOME000594_03439	100123
GUT_GENOME000594_03440	100123
GUT_GENOME000594_03442	100123
GUT_GENOME000594_03443	100123
GUT_GENOME000594_03444	100123
GUT_GENOME000594_03447	100123
GUT_GENOME000594_03456	100123
GUT_GENOME000594_03465	100123
GUT_GENOME000594_03467	100123
GUT_GENOME000594_03468	100123
GUT_GENOME000594_03469	100123
GUT_GENOME000594_03471	100123
GUT_GENOME000594_03472	100123
GUT_GENOME000594_03473	100123
GUT_GENOME000594_03475	100123
GUT_GENOME000594_03477	100123
GUT_GENOME000594_03482	100123
GUT_GENOME000594_03484	100123
GUT_GENOME000594_03486	100123
GUT_GENOME000594_03487	100123
GUT_GENOME000594_03489	100123
GUT_GENOME000594_03493	100123
GUT_GENOME000594_03494	100123
GUT_GENOME000594_03495	100123
GUT_GENOME000594_03496	100123
GUT_GENOME000594_03497	100123
GUT_GENOME000594_03498	100123
GUT_GENOME000594_03499	100123
GUT_GENOME000594_03501	100123
GUT_GENOME000594_03502	100123
GUT_GENOME000594_03503	100123
GUT_GENOME000594_03509	100123
GUT_GENOME000594_03510	100123
GUT_GENOME000594_03511	100123
GUT_GENOME000594_03512	100123
GUT_GENOME000594_03513	100123
GUT_GENOME000594_03514	100123
GUT_GENOME000594_03515	100123
GUT_GENOME000594_03517	100123
GUT_GENOME000594_03518	100123
GUT_GENOME000594_03519	100123
GUT_GENOME000594_03520	100123
GUT_GENOME000594_03522	100123
GUT_GENOME000594_03523	100123
GUT_GENOME000594_03529	100123
GUT_GENOME000594_03530	100123
GUT_GENOME000594_03531	100123
GUT_GENOME000594_03535	100123
GUT_GENOME000594_03536	100123
GUT_GENOME000594_03537	100123
GUT_GENOME000594_03538	100123
GUT_GENOME000594_03539	100123
GUT_GENOME000594_03540	100123
GUT_GENOME000594_03541	100123
GUT_GENOME000594_03542	100123
GUT_GENOME000594_03543	100123
GUT_GENOME000594_03544	100123
GUT_GENOME000594_03545	100123
GUT_GENOME000594_03546	100123
GUT_GENOME000594_03548	100123
GUT_GENOME000594_03549	100123
GUT_GENOME000594_03550	100123
GUT_GENOME000594_03551	100123
GUT_GENOME000594_03556	100123
GUT_GENOME000594_03557	100123
GUT_GENOME000594_03558	100123
GUT_GENOME000594_03559	100123
GUT_GENOME000594_03560	100123
GUT_GENOME000594_03561	100123
GUT_GENOME000594_03562	100123
GUT_GENOME000594_03564	100123
GUT_GENOME000594_03565	100123
GUT_GENOME000594_03566	100123
GUT_GENOME000594_03567	100123
GUT_GENOME000594_03568	100123
GUT_GENOME000594_03569	100123
GUT_GENOME000594_03570	100123
GUT_GENOME000594_03574	100123
GUT_GENOME000594_03581	100123
GUT_GENOME000594_03583	100123
GUT_GENOME000594_03584	100123
GUT_GENOME000594_03585	100123
GUT_GENOME000594_03586	100123
GUT_GENOME000594_03587	100123
GUT_GENOME000594_03590	100123
GUT_GENOME000594_03591	100123
GUT_GENOME000594_03592	100123
GUT_GENOME000594_03594	100123
GUT_GENOME000594_03596	100123
GUT_GENOME000594_03597	100123
GUT_GENOME000594_03598	100123
GUT_GENOME000594_03599	100123
GUT_GENOME000594_03600	100123
GUT_GENOME000594_03601	100123
GUT_GENOME000594_03602	100123
GUT_GENOME000594_03604	100123
GUT_GENOME000594_03605	100123
GUT_GENOME000594_03606	100123
GUT_GENOME000594_03607	100123
GUT_GENOME000594_03708	100123
GUT_GENOME000594_03709	100123
GUT_GENOME000594_03710	100123
GUT_GENOME000594_03713	100123
GUT_GENOME000594_03714	100123
GUT_GENOME000594_03715	100123
GUT_GENOME000594_03717	100123
GUT_GENOME000594_03718	100123
GUT_GENOME000594_03719	100123
GUT_GENOME000594_03720	100123
GUT_GENOME000594_03721	100123
GUT_GENOME000594_03722	100123
GUT_GENOME000594_03723	100123
GUT_GENOME000594_03725	100123
GUT_GENOME000594_03726	100123
GUT_GENOME000594_03728	100123
GUT_GENOME000594_03729	100123
GUT_GENOME000594_03730	100123
GUT_GENOME000594_03734	100123
GUT_GENOME000594_03736	100123
GUT_GENOME000594_03739	100123
GUT_GENOME000594_03741	100123
GUT_GENOME000594_03742	100123
GUT_GENOME000594_03743	100123
GUT_GENOME000594_03745	100123
GUT_GENOME000594_03746	100123
GUT_GENOME000594_03747	100123
GUT_GENOME000594_03748	100123
GUT_GENOME000594_03749	100123
GUT_GENOME000594_03750	100123
GUT_GENOME000594_03751	100123
GUT_GENOME000594_03752	100123
GUT_GENOME000594_03753	100123
GUT_GENOME000594_03757	100123
GUT_GENOME000594_03763	100123
GUT_GENOME000594_03764	100123
GUT_GENOME000594_03765	100123
GUT_GENOME000594_03766	100123
GUT_GENOME000594_03767	100123
GUT_GENOME000594_03769	100123
GUT_GENOME000594_03770	100123
GUT_GENOME000594_03773	100123
GUT_GENOME000594_03775	100123
GUT_GENOME000594_03777	100123
GUT_GENOME000594_03778	100123
GUT_GENOME000594_03779	100123
GUT_GENOME000594_03780	100123
GUT_GENOME000594_03781	100123
GUT_GENOME000594_03782	100123
GUT_GENOME000594_03783	100123
GUT_GENOME000594_03784	100123
GUT_GENOME000594_03785	100123
GUT_GENOME000594_03786	100123
GUT_GENOME000594_03788	100123
GUT_GENOME000594_03789	100123
GUT_GENOME000594_03791	100123
GUT_GENOME000594_03792	100123
GUT_GENOME000594_03793	100123
GUT_GENOME000594_03796	100123
GUT_GENOME000594_03797	100123
GUT_GENOME000594_03798	100123
GUT_GENOME000594_03799	100123
GUT_GENOME000594_03800	100123
GUT_GENOME000594_03801	100123
GUT_GENOME000594_03802	100123
GUT_GENOME000594_03803	100123
GUT_GENOME000594_03806	100123
GUT_GENOME000594_03807	100123
GUT_GENOME000594_03808	100123
GUT_GENOME000594_03811	100123
GUT_GENOME000594_03812	100123
GUT_GENOME000594_03814	100123
GUT_GENOME000594_03815	100123
GUT_GENOME000594_03816	100123
GUT_GENOME000594_03818	100123
GUT_GENOME000594_03823	100123
GUT_GENOME000594_03824	100123
GUT_GENOME000594_03825	100123
GUT_GENOME000594_03829	100123
GUT_GENOME000594_03832	100123
GUT_GENOME000594_03833	100123
GUT_GENOME000594_03834	100123
GUT_GENOME000594_03835	100123
GUT_GENOME000594_03837	100123
GUT_GENOME000594_03839	100123
GUT_GENOME000594_03840	100123
GUT_GENOME000594_03841	100123
GUT_GENOME000594_03842	100123
GUT_GENOME000594_03843	100123
GUT_GENOME000594_03845	100123
GUT_GENOME000594_03846	100123
GUT_GENOME000594_03847	100123
GUT_GENOME000594_03848	100123
GUT_GENOME000594_03849	100123
GUT_GENOME000594_03851	100123
GUT_GENOME000594_03852	100123
GUT_GENOME000594_03853	100123
GUT_GENOME000594_03854	100123
GUT_GENOME000594_03856	100123
GUT_GENOME000594_03857	100123
GUT_GENOME000594_03859	100123
GUT_GENOME000594_03860	100123
GUT_GENOME000594_03861	100123
GUT_GENOME000594_03862	100123
GUT_GENOME000594_03863	100123
GUT_GENOME000594_03865	100123
GUT_GENOME000594_03867	100123
GUT_GENOME000594_03868	100123
GUT_GENOME000594_03869	100123
GUT_GENOME000594_03870	100123
GUT_GENOME000594_03871	100123
GUT_GENOME000594_03872	100123
GUT_GENOME000594_03873	100123
GUT_GENOME000594_03874	100123
GUT_GENOME000594_03875	100123
GUT_GENOME000594_03876	100123
GUT_GENOME000594_03877	100123
GUT_GENOME000594_03882	100123
GUT_GENOME000594_03886	100123
GUT_GENOME000594_03887	100123
GUT_GENOME000594_03888	100123
GUT_GENOME000594_03889	100123
GUT_GENOME000594_03890	100123
GUT_GENOME000594_03891	100123
GUT_GENOME000594_03892	100123
GUT_GENOME000594_03894	100123
GUT_GENOME000594_03895	100123
GUT_GENOME000594_03896	100123
GUT_GENOME000594_03903	100123
GUT_GENOME000594_03904	100123
GUT_GENOME000594_03905	100123
GUT_GENOME000594_03907	100123
GUT_GENOME000594_03908	100123
GUT_GENOME000594_03909	100123
GUT_GENOME000594_03911	100123
GUT_GENOME000594_03912	100123
GUT_GENOME000594_03913	100123
GUT_GENOME000594_03914	100123
GUT_GENOME000594_03915	100123
GUT_GENOME000594_03916	100123
GUT_GENOME000594_03917	100123
GUT_GENOME000594_03918	100123
GUT_GENOME000594_03920	100123
GUT_GENOME000594_03922	100123
GUT_GENOME000594_03923	100123
GUT_GENOME000594_03927	100123
GUT_GENOME000594_03928	100123
GUT_GENOME000594_03929	100123
GUT_GENOME000594_03931	100123
GUT_GENOME000594_03932	100123
GUT_GENOME000594_03933	100123
GUT_GENOME000594_03984	100123
GUT_GENOME000594_03985	100123
GUT_GENOME000594_03986	100123
GUT_GENOME000594_03987	100123
GUT_GENOME000594_03988	100123
GUT_GENOME000594_03989	100123
GUT_GENOME000594_03990	100123
GUT_GENOME000594_03991	100123
GUT_GENOME000594_03993	100123
GUT_GENOME000594_03994	100123
GUT_GENOME000594_03996	100123
GUT_GENOME000594_03997	100123
GUT_GENOME000594_03999	100123
GUT_GENOME000594_04000	100123
GUT_GENOME000594_04001	100123
GUT_GENOME000594_04002	100123
GUT_GENOME000594_04003	100123
GUT_GENOME000594_04005	100123
GUT_GENOME000594_04008	100123
GUT_GENOME000594_04009	100123
GUT_GENOME000594_04012	100123
GUT_GENOME000594_04013	100123
GUT_GENOME000594_04014	100123
GUT_GENOME000594_04021	100123
GUT_GENOME000594_04022	100123
GUT_GENOME000594_04023	100123
GUT_GENOME000594_04024	100123
GUT_GENOME000594_04025	100123
GUT_GENOME000594_04026	100123
GUT_GENOME000594_04027	100123
GUT_GENOME000594_04065	100123
GUT_GENOME000594_04066	100123
GUT_GENOME000594_04067	100123
GUT_GENOME000594_04069	100123
GUT_GENOME000594_04071	100123
GUT_GENOME000594_04072	100123
GUT_GENOME000594_04074	100123
GUT_GENOME000594_04079	100123
GUT_GENOME000594_04080	100123
GUT_GENOME000594_04081	100123
GUT_GENOME000594_04082	100123
GUT_GENOME000594_04083	100123
GUT_GENOME000594_04085	100123
GUT_GENOME000594_04086	100123
GUT_GENOME000594_04087	100123
GUT_GENOME000594_04088	100123
GUT_GENOME000594_04089	100123
GUT_GENOME000594_04090	100123
GUT_GENOME000594_04091	100123
GUT_GENOME000594_04092	100123
GUT_GENOME000594_04093	100123
GUT_GENOME000594_04094	100123
