gene	species
GUT_GENOME007343_01048	100484
GUT_GENOME007343_01049	100484
GUT_GENOME007343_01051	100484
GUT_GENOME007343_01052	100484
GUT_GENOME007343_01054	100484
GUT_GENOME007343_01055	100484
GUT_GENOME007343_01056	100484
GUT_GENOME007343_01057	100484
GUT_GENOME007343_01059	100484
GUT_GENOME007343_01060	100484
GUT_GENOME007343_01063	100484
GUT_GENOME007343_01066	100484
GUT_GENOME007343_01067	100484
GUT_GENOME007343_01071	100484
GUT_GENOME007343_01072	100484
GUT_GENOME007343_01091	100484
GUT_GENOME007343_01092	100484
GUT_GENOME007343_01093	100484
GUT_GENOME007343_01095	100484
GUT_GENOME007343_01096	100484
GUT_GENOME007343_01099	100484
GUT_GENOME007343_01100	100484
GUT_GENOME007343_01101	100484
GUT_GENOME007343_01102	100484
GUT_GENOME007343_01103	100484
GUT_GENOME007343_01104	100484
GUT_GENOME007343_01108	100484
GUT_GENOME007343_01109	100484
GUT_GENOME007343_01110	100484
GUT_GENOME007343_01113	100484
GUT_GENOME007343_01115	100484
GUT_GENOME007343_01121	100484
GUT_GENOME007343_01132	100484
GUT_GENOME007343_01133	100484
GUT_GENOME007343_01134	100484
GUT_GENOME007343_01135	100484
GUT_GENOME007343_01137	100484
GUT_GENOME007343_01181	100484
GUT_GENOME007343_01195	100484
GUT_GENOME007343_01197	100484
GUT_GENOME007343_01199	100484
GUT_GENOME007343_01208	100484
GUT_GENOME007343_01210	100484
GUT_GENOME007343_01211	100484
GUT_GENOME007343_01213	100484
GUT_GENOME007343_01214	100484
GUT_GENOME007343_01215	100484
GUT_GENOME007343_01217	100484
GUT_GENOME007343_01221	100484
GUT_GENOME007343_01227	100484
GUT_GENOME007343_01250	100484
GUT_GENOME007343_01256	100484
GUT_GENOME007343_01269	100484
GUT_GENOME007343_01272	100484
GUT_GENOME007343_01273	100484
GUT_GENOME007343_01275	100484
GUT_GENOME007343_01276	100484
GUT_GENOME007343_01278	100484
GUT_GENOME007343_01279	100484
GUT_GENOME007343_01282	100484
GUT_GENOME007343_01285	100484
GUT_GENOME007343_01286	100484
GUT_GENOME007343_01288	100484
GUT_GENOME007343_01289	100484
GUT_GENOME007343_01290	100484
GUT_GENOME007343_01291	100484
GUT_GENOME007343_01292	100484
GUT_GENOME007343_01293	100484
GUT_GENOME007343_01294	100484
GUT_GENOME007343_01298	100484
GUT_GENOME007343_01301	100484
GUT_GENOME007343_01303	100484
GUT_GENOME007343_01307	100484
GUT_GENOME007343_01310	100484
GUT_GENOME007343_01311	100484
GUT_GENOME007343_01312	100484
GUT_GENOME007343_01313	100484
GUT_GENOME007343_01314	100484
GUT_GENOME007343_01315	100484
GUT_GENOME007343_01316	100484
GUT_GENOME007343_01317	100484
GUT_GENOME007343_01321	100484
GUT_GENOME007343_01328	100484
GUT_GENOME007343_01331	100484
GUT_GENOME007343_01333	100484
GUT_GENOME007343_01335	100484
GUT_GENOME007343_01336	100484
GUT_GENOME007343_01338	100484
GUT_GENOME007343_01339	100484
GUT_GENOME007343_01340	100484
GUT_GENOME007343_01343	100484
GUT_GENOME007343_01344	100484
GUT_GENOME007343_01345	100484
GUT_GENOME007343_01347	100484
GUT_GENOME007343_01351	100484
GUT_GENOME007343_01352	100484
GUT_GENOME007343_01357	100484
GUT_GENOME007343_01359	100484
GUT_GENOME007343_01361	100484
GUT_GENOME007343_01362	100484
GUT_GENOME007343_01364	100484
GUT_GENOME007343_01365	100484
GUT_GENOME007343_01367	100484
GUT_GENOME007343_01368	100484
GUT_GENOME007343_01370	100484
GUT_GENOME007343_01371	100484
GUT_GENOME007343_01375	100484
GUT_GENOME007343_01376	100484
GUT_GENOME007343_01377	100484
GUT_GENOME007343_01378	100484
GUT_GENOME007343_01380	100484
GUT_GENOME007343_01381	100484
GUT_GENOME007343_01383	100484
GUT_GENOME007343_01384	100484
GUT_GENOME007343_01388	100484
GUT_GENOME007343_01398	100484
GUT_GENOME007343_01401	100484
GUT_GENOME007343_01402	100484
GUT_GENOME007343_01404	100484
GUT_GENOME007343_01410	100484
GUT_GENOME007343_01415	100484
GUT_GENOME007343_01416	100484
GUT_GENOME007343_01417	100484
GUT_GENOME007343_01419	100484
GUT_GENOME007343_01422	100484
GUT_GENOME007343_01424	100484
GUT_GENOME007343_01425	100484
GUT_GENOME007343_01432	100484
GUT_GENOME007343_01433	100484
GUT_GENOME007343_01435	100484
GUT_GENOME007343_01441	100484
GUT_GENOME007343_01443	100484
GUT_GENOME007343_01446	100484
GUT_GENOME007343_01449	100484
GUT_GENOME007343_01452	100484
GUT_GENOME007343_01453	100484
GUT_GENOME007343_01454	100484
GUT_GENOME007343_01455	100484
GUT_GENOME007343_01457	100484
GUT_GENOME007343_01458	100484
GUT_GENOME007343_01459	100484
GUT_GENOME007343_01460	100484
GUT_GENOME007343_01461	100484
GUT_GENOME007343_01463	100484
GUT_GENOME007343_01486	100484
GUT_GENOME007343_01487	100484
GUT_GENOME007343_01488	100484
GUT_GENOME007343_01490	100484
GUT_GENOME007343_01491	100484
GUT_GENOME007343_01492	100484
GUT_GENOME007343_01493	100484
GUT_GENOME007343_01494	100484
GUT_GENOME007343_01499	100484
GUT_GENOME007343_01500	100484
GUT_GENOME007343_01504	100484
GUT_GENOME007343_01514	100484
GUT_GENOME007343_01515	100484
GUT_GENOME007343_01517	100484
GUT_GENOME007343_01518	100484
GUT_GENOME007343_01519	100484
GUT_GENOME007343_01538	100484
GUT_GENOME007343_01539	100484
GUT_GENOME007343_01540	100484
GUT_GENOME007343_01551	100484
GUT_GENOME007343_01552	100484
GUT_GENOME007343_01553	100484
GUT_GENOME007343_01554	100484
GUT_GENOME007343_01555	100484
GUT_GENOME007343_01556	100484
GUT_GENOME007343_01574	100484
GUT_GENOME007343_01575	100484
GUT_GENOME007343_01579	100484
GUT_GENOME007343_01580	100484
GUT_GENOME007343_01581	100484
GUT_GENOME007343_01584	100484
GUT_GENOME007343_01596	100484
GUT_GENOME007343_01598	100484
GUT_GENOME007343_01599	100484
GUT_GENOME007343_01600	100484
GUT_GENOME007343_01607	100484
GUT_GENOME007343_01609	100484
GUT_GENOME007343_01614	100484
GUT_GENOME007343_01620	100484
GUT_GENOME007343_01622	100484
GUT_GENOME007343_01628	100484
GUT_GENOME007343_01635	100484
GUT_GENOME007343_01636	100484
GUT_GENOME007343_01637	100484
GUT_GENOME007343_01649	100484
GUT_GENOME007343_01652	100484
GUT_GENOME007343_01653	100484
GUT_GENOME007343_01656	100484
GUT_GENOME007343_01658	100484
GUT_GENOME007343_01660	100484
GUT_GENOME007343_01661	100484
GUT_GENOME007343_01667	100484
GUT_GENOME007343_01670	100484
GUT_GENOME007343_01671	100484
GUT_GENOME007343_01674	100484
GUT_GENOME007343_01677	100484
GUT_GENOME007343_01679	100484
GUT_GENOME007343_01681	100484
GUT_GENOME007343_01684	100484
GUT_GENOME007343_01685	100484
GUT_GENOME007343_01688	100484
GUT_GENOME007343_01690	100484
GUT_GENOME007343_01691	100484
GUT_GENOME007343_01692	100484
GUT_GENOME007343_01699	100484
GUT_GENOME007343_01700	100484
GUT_GENOME007343_01703	100484
GUT_GENOME007343_01709	100484
GUT_GENOME007343_01711	100484
GUT_GENOME007343_01712	100484
GUT_GENOME007343_01720	100484
GUT_GENOME007343_01721	100484
GUT_GENOME007343_01722	100484
GUT_GENOME007343_01723	100484
GUT_GENOME007343_01724	100484
GUT_GENOME007343_01732	100484
GUT_GENOME007343_01733	100484
GUT_GENOME007343_01737	100484
GUT_GENOME007343_01738	100484
GUT_GENOME007343_01740	100484
GUT_GENOME007343_01741	100484
GUT_GENOME007343_01743	100484
GUT_GENOME007343_01744	100484
GUT_GENOME007343_01746	100484
GUT_GENOME007343_01747	100484
GUT_GENOME007343_01748	100484
GUT_GENOME007343_01749	100484
GUT_GENOME007343_01750	100484
GUT_GENOME007343_01767	100484
GUT_GENOME007343_01768	100484
GUT_GENOME007343_01770	100484
GUT_GENOME007343_01771	100484
GUT_GENOME007343_01803	100484
GUT_GENOME007343_01806	100484
GUT_GENOME007343_01807	100484
GUT_GENOME007343_01820	100484
GUT_GENOME007343_01821	100484
GUT_GENOME007343_01833	100484
GUT_GENOME007343_01834	100484
GUT_GENOME007343_01835	100484
GUT_GENOME007343_01836	100484
GUT_GENOME007343_01841	100484
GUT_GENOME007343_01842	100484
GUT_GENOME007343_01844	100484
GUT_GENOME007343_01862	100484
GUT_GENOME007343_01863	100484
GUT_GENOME007343_01864	100484
GUT_GENOME007343_01868	100484
GUT_GENOME007343_01869	100484
GUT_GENOME007343_01876	100484
GUT_GENOME007343_01877	100484
GUT_GENOME007343_01880	100484
GUT_GENOME007343_01884	100484
GUT_GENOME007343_01885	100484
GUT_GENOME007343_01888	100484
GUT_GENOME007343_01894	100484
GUT_GENOME007343_01898	100484
GUT_GENOME007343_01911	100484
GUT_GENOME007343_01912	100484
GUT_GENOME007343_01914	100484
GUT_GENOME007343_01916	100484
GUT_GENOME007343_01917	100484
GUT_GENOME007343_01918	100484
GUT_GENOME007343_01919	100484
GUT_GENOME007343_01926	100484
GUT_GENOME007343_01928	100484
GUT_GENOME007343_01932	100484
GUT_GENOME007343_01939	100484
GUT_GENOME007343_01944	100484
GUT_GENOME007343_01958	100484
GUT_GENOME007343_01959	100484
GUT_GENOME007343_01961	100484
GUT_GENOME007343_01962	100484
GUT_GENOME007343_01967	100484
GUT_GENOME007343_01974	100484
GUT_GENOME007343_01987	100484
GUT_GENOME007343_01988	100484
GUT_GENOME007343_01989	100484
GUT_GENOME007343_01994	100484
GUT_GENOME007343_02003	100484
GUT_GENOME007343_02033	100484
GUT_GENOME007343_02034	100484
GUT_GENOME007343_02037	100484
GUT_GENOME007343_02041	100484
GUT_GENOME010828_00033	100484
GUT_GENOME010828_00159	100484
GUT_GENOME010828_00303	100484
GUT_GENOME010828_00325	100484
GUT_GENOME010828_00331	100484
GUT_GENOME010828_00335	100484
GUT_GENOME010828_00356	100484
GUT_GENOME010828_00385	100484
GUT_GENOME010828_00407	100484
GUT_GENOME010828_00478	100484
GUT_GENOME010828_00507	100484
GUT_GENOME010828_00509	100484
GUT_GENOME010828_00521	100484
GUT_GENOME010828_00585	100484
GUT_GENOME010828_00649	100484
GUT_GENOME010828_00667	100484
GUT_GENOME010828_00674	100484
GUT_GENOME010828_00701	100484
GUT_GENOME010828_00724	100484
GUT_GENOME010828_00726	100484
GUT_GENOME010828_00731	100484
GUT_GENOME010828_01023	100484
GUT_GENOME010828_01212	100484
GUT_GENOME010828_01254	100484
GUT_GENOME010828_01256	100484
GUT_GENOME010828_01263	100484
GUT_GENOME010828_01416	100484
GUT_GENOME010828_01434	100484
GUT_GENOME010828_01451	100484
GUT_GENOME010828_01511	100484
GUT_GENOME010828_01653	100484
GUT_GENOME010828_01663	100484
GUT_GENOME010828_01881	100484
GUT_GENOME010828_01903	100484
GUT_GENOME010828_01997	100484
GUT_GENOME010828_02109	100484
GUT_GENOME010828_02176	100484
GUT_GENOME010828_02222	100484
GUT_GENOME011143_00794	100484
GUT_GENOME011143_00799	100484
GUT_GENOME011143_01383	100484
GUT_GENOME011143_01474	100484
GUT_GENOME011143_01751	100484
GUT_GENOME011143_01822	100484
GUT_GENOME011143_01825	100484
GUT_GENOME011324_00138	100484
GUT_GENOME011324_00219	100484
GUT_GENOME011324_00389	100484
GUT_GENOME011324_00403	100484
GUT_GENOME011324_00469	100484
GUT_GENOME011324_00675	100484
GUT_GENOME011324_00830	100484
GUT_GENOME011324_01060	100484
GUT_GENOME011324_01141	100484
GUT_GENOME011324_01148	100484
GUT_GENOME011324_01236	100484
GUT_GENOME011324_01386	100484
GUT_GENOME011324_01690	100484
GUT_GENOME011324_01843	100484
GUT_GENOME011324_01873	100484
GUT_GENOME011324_01951	100484
GUT_GENOME011461_00019	100484
GUT_GENOME011461_00040	100484
GUT_GENOME011461_00723	100484
GUT_GENOME011461_00787	100484
GUT_GENOME011461_00842	100484
GUT_GENOME011461_00942	100484
GUT_GENOME011461_00986	100484
GUT_GENOME011461_01771	100484
GUT_GENOME011775_00593	100484
GUT_GENOME011775_01119	100484
GUT_GENOME011775_01261	100484
GUT_GENOME011775_01553	100484
GUT_GENOME011775_01626	100484
GUT_GENOME011920_00388	100484
GUT_GENOME011920_00585	100484
GUT_GENOME011920_00793	100484
GUT_GENOME011920_00845	100484
GUT_GENOME011920_01457	100484
GUT_GENOME011920_01471	100484
GUT_GENOME011920_02017	100484
GUT_GENOME011920_02020	100484
GUT_GENOME011920_02166	100484
GUT_GENOME012328_00424	100484
GUT_GENOME012328_00634	100484
GUT_GENOME012328_00957	100484
GUT_GENOME012328_01087	100484
GUT_GENOME012328_01335	100484
GUT_GENOME012328_01494	100484
GUT_GENOME012328_01649	100484
GUT_GENOME012328_01781	100484
GUT_GENOME012328_01824	100484
GUT_GENOME012655_00532	100484
GUT_GENOME012655_00536	100484
GUT_GENOME012655_01047	100484
GUT_GENOME012743_00006	100484
GUT_GENOME012743_00410	100484
GUT_GENOME012743_00496	100484
GUT_GENOME012743_00754	100484
GUT_GENOME012743_00800	100484
GUT_GENOME012743_00942	100484
GUT_GENOME012743_01024	100484
GUT_GENOME012743_01205	100484
GUT_GENOME012743_01546	100484
GUT_GENOME012743_01556	100484
GUT_GENOME013023_00428	100484
GUT_GENOME013023_00694	100484
GUT_GENOME013023_00800	100484
GUT_GENOME013023_00826	100484
GUT_GENOME013023_01172	100484
GUT_GENOME013023_01213	100484
GUT_GENOME013169_00568	100484
GUT_GENOME013169_00718	100484
GUT_GENOME013169_01495	100484
GUT_GENOME013169_01545	100484
GUT_GENOME013169_01836	100484
GUT_GENOME013217_00885	100484
GUT_GENOME013217_01024	100484
GUT_GENOME013217_01476	100484
GUT_GENOME013217_01566	100484
GUT_GENOME013407_00277	100484
GUT_GENOME013407_01422	100484
GUT_GENOME013669_01585	100484
GUT_GENOME013753_02004	100484
GUT_GENOME013915_00725	100484
GUT_GENOME013915_01081	100484
GUT_GENOME013915_01446	100484
GUT_GENOME014242_02007	100484
GUT_GENOME014602_00501	100484
GUT_GENOME014602_00516	100484
GUT_GENOME014625_00514	100484
GUT_GENOME014625_00515	100484
GUT_GENOME014625_01556	100484
GUT_GENOME014834_00791	100484
GUT_GENOME014954_01736	100484
GUT_GENOME015204_00767	100484
GUT_GENOME015204_01268	100484
GUT_GENOME015204_01447	100484
GUT_GENOME015472_00349	100484
GUT_GENOME015472_00396	100484
GUT_GENOME015814_01852	100484
GUT_GENOME017915_00342	100484
GUT_GENOME017915_00518	100484
GUT_GENOME017915_00535	100484
GUT_GENOME017915_00886	100484
GUT_GENOME017915_01117	100484
GUT_GENOME018505_01323	100484
GUT_GENOME022235_00671	100484
GUT_GENOME022507_00328	100484
GUT_GENOME022507_00720	100484
GUT_GENOME022507_00740	100484
GUT_GENOME022558_01326	100484
GUT_GENOME023081_00375	100484
GUT_GENOME023081_00866	100484
GUT_GENOME023081_01372	100484
GUT_GENOME024183_00216	100484
GUT_GENOME024183_00704	100484
GUT_GENOME024183_01271	100484
GUT_GENOME024183_01308	100484
GUT_GENOME024183_01689	100484
GUT_GENOME025351_00144	100484
GUT_GENOME025593_00954	100484
GUT_GENOME025731_00718	100484
GUT_GENOME025731_01472	100484
GUT_GENOME025731_01664	100484
GUT_GENOME025731_01725	100484
GUT_GENOME025916_00307	100484
GUT_GENOME025916_00439	100484
GUT_GENOME026460_00517	100484
GUT_GENOME026460_00859	100484
GUT_GENOME026460_01438	100484
GUT_GENOME026460_01869	100484
GUT_GENOME026460_02022	100484
GUT_GENOME026680_00616	100484
GUT_GENOME026680_01166	100484
GUT_GENOME026680_01784	100484
GUT_GENOME028331_00766	100484
GUT_GENOME028331_01100	100484
GUT_GENOME028331_01487	100484
GUT_GENOME028331_01668	100484
GUT_GENOME028331_01847	100484
GUT_GENOME028337_00419	100484
GUT_GENOME028337_01864	100484
GUT_GENOME028346_00382	100484
GUT_GENOME028346_00939	100484
GUT_GENOME028388_02011	100484
GUT_GENOME028549_00432	100484
GUT_GENOME028960_01028	100484
GUT_GENOME028960_01878	100484
GUT_GENOME028962_00059	100484
GUT_GENOME028962_00064	100484
GUT_GENOME028962_00066	100484
GUT_GENOME028962_00076	100484
GUT_GENOME028962_00238	100484
GUT_GENOME028962_00557	100484
GUT_GENOME028962_00569	100484
GUT_GENOME028962_00748	100484
GUT_GENOME028962_00905	100484
GUT_GENOME028962_01203	100484
GUT_GENOME028962_01699	100484
GUT_GENOME033420_00169	100484
GUT_GENOME033420_00511	100484
GUT_GENOME033420_00834	100484
GUT_GENOME033420_01487	100484
GUT_GENOME033420_01696	100484
GUT_GENOME040041_02209	100484
GUT_GENOME040619_01267	100484
GUT_GENOME040619_01284	100484
GUT_GENOME040627_00946	100484
GUT_GENOME040634_01975	100484
GUT_GENOME040634_02112	100484
GUT_GENOME040642_01466	100484
GUT_GENOME040642_01941	100484
GUT_GENOME041251_00365	100484
GUT_GENOME041268_01418	100484
GUT_GENOME041268_01850	100484
GUT_GENOME041268_01918	100484
GUT_GENOME041268_02072	100484
GUT_GENOME041353_01271	100484
GUT_GENOME041353_01558	100484
GUT_GENOME041353_01652	100484
GUT_GENOME041372_01060	100484
GUT_GENOME041372_01950	100484
GUT_GENOME041390_00909	100484
GUT_GENOME047604_01198	100484
GUT_GENOME047604_01220	100484
GUT_GENOME047612_00335	100484
GUT_GENOME047612_00664	100484
GUT_GENOME047612_00956	100484
GUT_GENOME047612_01818	100484
GUT_GENOME047612_01905	100484
GUT_GENOME047630_00751	100484
GUT_GENOME047630_01613	100484
GUT_GENOME047630_01664	100484
GUT_GENOME047630_02150	100484
GUT_GENOME048431_01859	100484
GUT_GENOME048440_00589	100484
GUT_GENOME048440_01171	100484
GUT_GENOME048440_01909	100484
GUT_GENOME050282_00036	100484
GUT_GENOME050282_00936	100484
GUT_GENOME050282_01439	100484
GUT_GENOME050285_00942	100484
GUT_GENOME050285_00975	100484
GUT_GENOME050285_01375	100484
GUT_GENOME050285_01460	100484
GUT_GENOME050291_00796	100484
GUT_GENOME050291_00822	100484
GUT_GENOME050311_01640	100484
GUT_GENOME050311_01804	100484
GUT_GENOME051373_00345	100484
GUT_GENOME051373_01503	100484
GUT_GENOME051373_01559	100484
GUT_GENOME051389_00220	100484
GUT_GENOME051389_01674	100484
GUT_GENOME051921_00186	100484
GUT_GENOME051921_00490	100484
GUT_GENOME051921_00721	100484
GUT_GENOME051921_01157	100484
GUT_GENOME051921_01292	100484
GUT_GENOME053035_00298	100484
GUT_GENOME053035_00886	100484
GUT_GENOME053035_01139	100484
GUT_GENOME053035_01316	100484
GUT_GENOME053632_00053	100484
GUT_GENOME053632_00731	100484
GUT_GENOME053632_00991	100484
GUT_GENOME053871_00547	100484
GUT_GENOME053871_01210	100484
GUT_GENOME054138_00583	100484
GUT_GENOME054138_00602	100484
GUT_GENOME054138_00609	100484
GUT_GENOME054138_01036	100484
GUT_GENOME054513_00878	100484
GUT_GENOME055442_00600	100484
GUT_GENOME055442_00975	100484
GUT_GENOME055442_00994	100484
GUT_GENOME055442_01422	100484
GUT_GENOME055442_01493	100484
GUT_GENOME055442_01683	100484
GUT_GENOME056222_00100	100484
GUT_GENOME056222_00620	100484
GUT_GENOME056222_01289	100484
GUT_GENOME056222_01328	100484
GUT_GENOME056222_01428	100484
GUT_GENOME056222_01819	100484
GUT_GENOME056264_00273	100484
GUT_GENOME056264_01976	100484
GUT_GENOME056459_00419	100484
GUT_GENOME056459_01956	100484
GUT_GENOME056516_01442	100484
GUT_GENOME056969_00555	100484
GUT_GENOME056969_01290	100484
GUT_GENOME056969_01508	100484
GUT_GENOME056969_01571	100484
GUT_GENOME056969_01640	100484
GUT_GENOME057288_00428	100484
GUT_GENOME057308_00439	100484
GUT_GENOME057308_00984	100484
GUT_GENOME057308_01252	100484
GUT_GENOME057308_01362	100484
GUT_GENOME057308_01861	100484
GUT_GENOME057308_01878	100484
GUT_GENOME067530_00731	100484
GUT_GENOME067615_00669	100484
GUT_GENOME069533_01020	100484
GUT_GENOME070647_00920	100484
GUT_GENOME071713_00045	100484
GUT_GENOME072251_01182	100484
GUT_GENOME073863_00409	100484
GUT_GENOME074439_00814	100484
GUT_GENOME080523_00503	100484
GUT_GENOME080523_00696	100484
GUT_GENOME081468_00411	100484
GUT_GENOME081468_01679	100484
GUT_GENOME084621_00615	100484
GUT_GENOME084621_01107	100484
GUT_GENOME085300_02026	100484
GUT_GENOME088378_01539	100484
GUT_GENOME088378_01655	100484
GUT_GENOME094158_00892	100484
GUT_GENOME103455_00397	100484
GUT_GENOME103455_00472	100484
GUT_GENOME103455_00514	100484
GUT_GENOME103455_00579	100484
GUT_GENOME103455_00639	100484
GUT_GENOME103455_00779	100484
GUT_GENOME103455_01039	100484
GUT_GENOME103455_01141	100484
GUT_GENOME103455_01248	100484
GUT_GENOME103455_01658	100484
GUT_GENOME107703_00088	100484
GUT_GENOME107703_00421	100484
GUT_GENOME107703_00944	100484
GUT_GENOME107703_01002	100484
GUT_GENOME107703_01284	100484
GUT_GENOME107703_01292	100484
GUT_GENOME107733_00109	100484
GUT_GENOME107733_00573	100484
GUT_GENOME107733_00700	100484
GUT_GENOME108000_00046	100484
GUT_GENOME108000_00415	100484
GUT_GENOME108000_00490	100484
GUT_GENOME108000_00550	100484
GUT_GENOME108000_00973	100484
GUT_GENOME108000_01242	100484
GUT_GENOME108082_00040	100484
GUT_GENOME108082_00041	100484
GUT_GENOME108082_00049	100484
GUT_GENOME108082_00070	100484
GUT_GENOME108082_00071	100484
GUT_GENOME108082_00456	100484
GUT_GENOME108082_00463	100484
GUT_GENOME108082_00699	100484
GUT_GENOME108082_01235	100484
GUT_GENOME108082_01525	100484
GUT_GENOME108141_00662	100484
GUT_GENOME108141_01732	100484
GUT_GENOME108439_00124	100484
GUT_GENOME108439_00177	100484
GUT_GENOME108439_00239	100484
GUT_GENOME108439_00245	100484
GUT_GENOME108528_00561	100484
GUT_GENOME109017_00180	100484
GUT_GENOME109017_00654	100484
GUT_GENOME109017_00924	100484
GUT_GENOME109559_00251	100484
GUT_GENOME109559_00907	100484
GUT_GENOME109559_01179	100484
GUT_GENOME109559_01206	100484
GUT_GENOME109559_01335	100484
GUT_GENOME109559_01482	100484
GUT_GENOME111166_00286	100484
GUT_GENOME112431_00188	100484
GUT_GENOME112706_00487	100484
GUT_GENOME112706_01155	100484
GUT_GENOME112706_01251	100484
GUT_GENOME112706_01625	100484
GUT_GENOME115147_01097	100484
GUT_GENOME115653_00288	100484
GUT_GENOME116977_00388	100484
GUT_GENOME118083_00983	100484
GUT_GENOME118232_00699	100484
GUT_GENOME118558_00927	100484
GUT_GENOME120652_00072	100484
GUT_GENOME120652_01855	100484
GUT_GENOME128431_00731	100484
GUT_GENOME128431_01581	100484
GUT_GENOME128774_00360	100484
GUT_GENOME128774_00362	100484
GUT_GENOME128774_01287	100484
GUT_GENOME128774_01524	100484
GUT_GENOME128951_00356	100484
GUT_GENOME129179_00701	100484
GUT_GENOME129179_00956	100484
GUT_GENOME129414_00043	100484
GUT_GENOME129414_00565	100484
GUT_GENOME129414_00914	100484
GUT_GENOME129414_01351	100484
GUT_GENOME129490_00930	100484
GUT_GENOME129652_00803	100484
GUT_GENOME129687_00957	100484
GUT_GENOME129687_01445	100484
GUT_GENOME130851_00300	100484
GUT_GENOME132702_00407	100484
GUT_GENOME133144_00630	100484
GUT_GENOME133144_00655	100484
GUT_GENOME133144_01213	100484
GUT_GENOME133144_01230	100484
GUT_GENOME133447_00315	100484
GUT_GENOME133502_00481	100484
GUT_GENOME135602_00843	100484
GUT_GENOME135627_00642	100484
GUT_GENOME136102_00919	100484
GUT_GENOME137764_00131	100484
GUT_GENOME137764_00639	100484
GUT_GENOME138053_01834	100484
GUT_GENOME138407_00910	100484
GUT_GENOME139936_01120	100484
GUT_GENOME155219_02170	100484
GUT_GENOME157801_01127	100484
GUT_GENOME157801_01213	100484
GUT_GENOME159738_00230	100484
GUT_GENOME159738_00540	100484
GUT_GENOME159738_00657	100484
GUT_GENOME159738_00800	100484
GUT_GENOME159738_00817	100484
GUT_GENOME159738_00960	100484
GUT_GENOME159738_01526	100484
GUT_GENOME163094_00750	100484
GUT_GENOME180347_00244	100484
GUT_GENOME180347_00428	100484
GUT_GENOME180347_00629	100484
GUT_GENOME180347_00711	100484
GUT_GENOME180347_01063	100484
GUT_GENOME181277_00147	100484
GUT_GENOME181277_00493	100484
GUT_GENOME181277_01055	100484
GUT_GENOME181277_01068	100484
GUT_GENOME181277_01337	100484
GUT_GENOME181277_01412	100484
GUT_GENOME181277_01573	100484
GUT_GENOME198068_01318	100484
GUT_GENOME198068_01758	100484
GUT_GENOME199313_01755	100484
GUT_GENOME205253_00139	100484
GUT_GENOME205457_00559	100484
GUT_GENOME205457_01174	100484
GUT_GENOME205515_00893	100484
GUT_GENOME205515_01307	100484
GUT_GENOME205515_01345	100484
GUT_GENOME205539_00189	100484
GUT_GENOME205539_00278	100484
GUT_GENOME205539_00309	100484
GUT_GENOME205539_00483	100484
GUT_GENOME205539_00991	100484
GUT_GENOME205539_01638	100484
GUT_GENOME205539_01990	100484
GUT_GENOME205642_00502	100484
GUT_GENOME205642_00986	100484
GUT_GENOME205642_01177	100484
GUT_GENOME205642_01406	100484
GUT_GENOME205642_01877	100484
GUT_GENOME206002_00656	100484
GUT_GENOME206002_00698	100484
GUT_GENOME206002_00971	100484
GUT_GENOME206002_01127	100484
GUT_GENOME206002_01178	100484
GUT_GENOME206002_01609	100484
GUT_GENOME206002_01673	100484
GUT_GENOME206002_01678	100484
GUT_GENOME206026_00610	100484
GUT_GENOME206026_01428	100484
GUT_GENOME206026_01683	100484
GUT_GENOME206026_01818	100484
GUT_GENOME206208_00761	100484
GUT_GENOME206916_00246	100484
GUT_GENOME206916_00379	100484
GUT_GENOME206916_00491	100484
GUT_GENOME206916_00610	100484
GUT_GENOME206916_00949	100484
GUT_GENOME206916_01091	100484
GUT_GENOME206916_01181	100484
GUT_GENOME206916_01654	100484
GUT_GENOME206916_01656	100484
GUT_GENOME208431_00305	100484
GUT_GENOME208431_01329	100484
GUT_GENOME208431_01414	100484
GUT_GENOME208941_00003	100484
GUT_GENOME208941_00559	100484
GUT_GENOME208941_00744	100484
GUT_GENOME208941_00917	100484
GUT_GENOME208941_01175	100484
GUT_GENOME208941_01327	100484
GUT_GENOME208941_01396	100484
GUT_GENOME208941_01449	100484
GUT_GENOME208948_00496	100484
GUT_GENOME208948_00918	100484
GUT_GENOME208948_01025	100484
GUT_GENOME208948_01819	100484
GUT_GENOME208948_01948	100484
GUT_GENOME208948_01976	100484
GUT_GENOME209472_01532	100484
GUT_GENOME209472_01607	100484
GUT_GENOME209480_01840	100484
GUT_GENOME210933_01111	100484
GUT_GENOME210933_01374	100484
GUT_GENOME210933_01921	100484
GUT_GENOME211221_00078	100484
GUT_GENOME211221_00547	100484
GUT_GENOME211221_00595	100484
GUT_GENOME211221_00625	100484
GUT_GENOME211221_01152	100484
GUT_GENOME211221_01261	100484
GUT_GENOME211696_02139	100484
GUT_GENOME212480_00359	100484
GUT_GENOME212480_00708	100484
GUT_GENOME212480_00944	100484
GUT_GENOME212480_01632	100484
GUT_GENOME212495_01041	100484
GUT_GENOME212555_01826	100484
GUT_GENOME212628_00308	100484
GUT_GENOME219857_00841	100484
GUT_GENOME219857_01724	100484
GUT_GENOME219857_02455	100484
GUT_GENOME220119_01592	100484
GUT_GENOME220494_00750	100484
GUT_GENOME220494_00997	100484
GUT_GENOME220547_00444	100484
GUT_GENOME221200_01266	100484
GUT_GENOME221516_01451	100484
GUT_GENOME221516_01490	100484
GUT_GENOME221709_01324	100484
GUT_GENOME222328_00030	100484
GUT_GENOME222328_00688	100484
